iter	RMSE
244	4817778.066
245	4816387.523
246	4815493.129
247	4795674.323
248	4793886.936
249	4792504
250	4791453.702
251	4790855.027
252	4790136.615
253	4786331.607
254	4784112.831
255	4780258.946
256	4776646.409
257	4775018.706
258	4774089.532
259	4770233.127
260	4769061.657
261	4749210.588
262	4746955.641
263	4746280.492
264	4745606.492
265	4742189.224
266	4722712.861
267	4721496.949
268	4720295.767
269	4719449.395
270	4716046.749
271	4714231.669
272	4712953.235
273	4712407.357
274	4711748.662
275	4708813.227
276	4707896.691
277	4688619.469
278	4687552.876
279	4684370.532
280	4683790.435
281	4683268.437
282	4682636.781
283	4679444.344
284	4676487.832
285	4673660.997
286	4654753.402
287	4651998.166
288	4651100.886
289	4650281.638
290	4639596.941
291	4638817.786
292	4637653.476
293	4637450.382
294	4635412.057
295	4634591.505
296	4634093.85
297	4632712.359
298	4614367.532
299	4613427.013
300	4612489.158
301	4610879.652
302	4592369.053
303	4574562.316
304	4574119.544
305	4573209.739
306	4571164.718
307	4568348.14
308	4568051.495
309	4565169.885
310	4563903.01
311	4552462.029
312	4551447.225
313	4538506.646
314	4537678.811
315	4536977.724
316	4534325.009
317	4533322.242
318	4532449.624
319	4532134.63
320	4529549.622
321	4529002.448
322	4525996.012
323	4523580.211
324	4521402.453
325	4520098.358
326	4503671.938
327	4485717.735
328	4483122.171
329	4482371.063
330	4481597.489
331	4479437.883
332	4478720.377
333	4477867.302
334	4475674.273
335	4473795.073
336	4473219.444
337	4472154.337
338	4470760.443
339	4469261.344
340	4468638.91
341	4468460.184
342	4467771.603
343	4466953.151
344	4465672.289
345	4465063.524
346	4464299.927
347	4462480.735
348	4461690.35
349	4445878.35
350	4443821.41
351	4443085.962
352	4431118.958
353	4429097.55
354	4426926.349
355	4425937.66
356	4423986.237
357	4423297.587
358	4411878.945
359	4411416.756
360	4409601.517
361	4407759.398
362	4406725.901
363	4404305.748
364	4403128.199
365	4385904.818
366	4385346.595
367	4384847.709
368	4383967.138
369	4383295.289
370	4382619.256
371	4367671.541
372	4367464.333
373	4366093.813
374	4364765.965
375	4364388.27
376	4362581.996
377	4361668.999
378	4358398.865
379	4358021.893
380	4357382.974
381	4342968.272
382	4341307.275
383	4339656.173
384	4338613.27
385	4337998.694
386	4324105.643
387	4322069.214
388	4321485.175
389	4320946.357
390	4320113.843
391	4319086.565
392	4318030.282
393	4317315.704
394	4316670.08
395	4316256.26
396	4312012.125
397	4310489.897
398	4309163.278
399	4308069.971
400	4291444.241
401	4290676.819
402	4290082.597
403	4289508.437
404	4289186.875
405	4288553.215
406	4286610.809
407	4286116.789
408	4285575.52
409	4284310.819
410	4282987.279
411	4281522.935
412	4279738.756
413	4279168.421
414	4277245.452
415	4276142.402
416	4275654.889
417	4274224.077
418	4273537.304
419	4271734.135
420	4270851.218
421	4269908.057
422	4269191.983
423	4268350.053
424	4266344.718
425	4265509.692
426	4264460.818
427	4263905.503
428	4262885.899
429	4261439.792
430	4260643.902
431	4259078.839
432	4245559.473
433	4244744.037
434	4243271.88
435	4241793.961
436	4240899.051
437	4240256.073
438	4239732.075
439	4239489.777
440	4239114.985
441	4238632.85
442	4238174.832
443	4225216.777
444	4225018.95
445	4223311.345
446	4222603.903
447	4221696.218
448	4221086.817
449	4220656.613
450	4219212.14
451	4217929.17
452	4217149.981
453	4216530.5
454	4215755.795
455	4214431.701
456	4213593.553
457	4211824.161
458	4211090.158
459	4209708.171
460	4209144.126
461	4208196.68
462	4207677.542
463	4207241.801
464	4206160.477
465	4205574.348
466	4204353.937
467	4203710.365
468	4187419.377
469	4171494.525
470	4171357.265
471	4168536.51
472	4167755.862
473	4167018.64
474	4166625.096
475	4165919.045
476	4164668.549
477	4164223.262
478	4164031.317
479	4163525.305
480	4163144.304
481	4161901.539
482	4161230.239
483	4145861.294
484	4145258.892
485	4144766.566
486	4143393.849
487	4142572.861
488	4141076.097
489	4140413.256
490	4139394.288
491	4138922.996
492	4138248.115
493	4137696.853
494	4136854.321
495	4136065.651
496	4135478.857
497	4135025.412
498	4122291.123
499	4121627.977
500	4121094.335
501	4120223.239
502	4119070.611
503	4117391.139
504	4116193.338
505	4115705.572
506	4113796.55
507	4104053.849
508	4103186.338
509	4102734.152
510	4102238.939
511	4101573.931
512	4086839.221
513	4085699.497
514	4084772.768
515	4084224.282
516	4069990.538
517	4069604.048
518	4068344.527
519	4067114.426
520	4066462.058
521	4065709.802
522	4063621.009
523	4062120.744
524	4048340.279
525	4047911.011
526	4047220.045
527	4046546.512
528	4046048.78
529	4045564.702
530	4044599.412
531	4044170.045
532	4043555.415
533	4042895.785
534	4042411.363
535	4039781.212
536	4039236.748
537	4036700.703
538	4035580.406
539	4034197.982
540	4033988.098
541	4033033.837
542	4032696.537
543	4032501.717
544	4031871.936
545	4031534.697
546	4030979.075
547	4030033.917
548	4028497.26
549	4027412.992
550	4026708.862
551	4025671.681
552	4015237.809
553	4002497.808
554	4001940.639
555	4001251.243
556	4001068.916
557	4000597.883
558	3999143.864
559	3998778.552
560	3998124.063
561	3997742.917
562	3997425.11
563	3996891.083
564	3996322.14
565	3995968.667
566	3994998.763
567	3994556.92
568	3993364.275
569	3992906.027
570	3991835.16
571	3991187.112
572	3990055.25
573	3989550.621
574	3988861.93
575	3988404.905
576	3987891.488
577	3987544.206
578	3975308.891
579	3963026.432
580	3962600.451
581	3962218.632
582	3961725.855
583	3960681.265
584	3959682.911
585	3959256.856
586	3958156.872
587	3957693.142
588	3957183.719
589	3956796.477
590	3956659.121
591	3955577.988
592	3955039.689
593	3943161.245
594	3942648.727
595	3942149.475
596	3941430.903
597	3940849.671
598	3939884.269
599	3938879.156
600	3938052.221
601	3937760.398
602	3937301.404
603	3937015.944
604	3936211.671
605	3935522.135
606	3935291.344
607	3934208.868
608	3933863.852
609	3932555.349
610	3931907.593
611	3931650.103
612	3930941.993
613	3930584.819
614	3930098.109
615	3918005.31
616	3916479.538
617	3916122.153
618	3915651.218
619	3914779.469
620	3913788.168
621	3913295.759
622	3912861.167
623	3912243.719
624	3911755.088
625	3910317.047
626	3909449.508
627	3908517.857
628	3897460.335
629	3897052.299
630	3896725.639
631	3896256.035
632	3895650.884
633	3895263.094
634	3894962.225
635	3894279.842
636	3894170.032
637	3893552.127
638	3893187.845
639	3892890.493
640	3891991.33
641	3891740.588
642	3891010.761
643	3890091.684
644	3889093.839
645	3888636.44
646	3888105.71
647	3887701.081
648	3887334.17
649	3886471.007
650	3885436.899
651	3885228.8
652	3884601.785
653	3884160.372
654	3883508.177
655	3872802.627
656	3871430.515
657	3870109.062
658	3869837.642
659	3860158.888
660	3858548.979
661	3857994.294
662	3853616.992
663	3852775.488
664	3852120.248
665	3851541.426
666	3850526.548
667	3849683.951
668	3849264.807
669	3848360.615
670	3847520.142
671	3847046.1
672	3846416.342
673	3843885.807
674	3842866.432
675	3842391.634
676	3841047.803
677	3840286.127
678	3839894.216
679	3839119.381
680	3838430.597
681	3837429.962
682	3836993.836
683	3836400.09
684	3835184.546
685	3834915.79
686	3827584.386
687	3818493.681
688	3817644.065
689	3817122.638
690	3816379.256
691	3815420.971
692	3815027.291
693	3814590.369
694	3814014.16
695	3813694.724
696	3813274.768
697	3811976.307
698	3811510.433
699	3800247.648
700	3799815.251
701	3799041.82
702	3788704.786
703	3788148.57
704	3787657.769
705	3786764.661
706	3785010.037
707	3784347.669
708	3783738.862
709	3783286.761
710	3782487.035
711	3782204.478
712	3781674.652
713	3781217.595
714	3780605.774
715	3780305.61
716	3779804.412
717	3779393.879
718	3778840.861
719	3778509.25
720	3777569.906
721	3776588.685
722	3776032.578
723	3775612.638
724	3775008.017
725	3774722.462
726	3774365.752
727	3773643.678
728	3773455.299
729	3772206.262
730	3771673.044
731	3771277.494
732	3770441.655
733	3769682.968
734	3769322.955
735	3769214.181
736	3768855.527
737	3758060.015
738	3757396.111
739	3756969.453
740	3746886.965
741	3746135.718
742	3745646.313
743	3745145.755
744	3744511.054
745	3743671.797
746	3742929.931
747	3742865.447
748	3742739.902
749	3742230.559
750	3741943.42
751	3740984.07
752	3740505.194
753	3740244.003
754	3739733.25
755	3739613.523
756	3739243.511
757	3739123.67
758	3738831.156
759	3738413.07
760	3737634.663
761	3737289.444
762	3736727.457
763	3736261.093
764	3735805.787
765	3735331.529
766	3734804.224
767	3734578.738
768	3734326.285
769	3733868.963
770	3733434.827
771	3733019.264
772	3732786.573
773	3732378.096
774	3730782.802
775	3729905.222
776	3727808.963
777	3727543.218
778	3726086.705
779	3725148.913
780	3724820.492
781	3724477.702
782	3724399.205
783	3723569.585
784	3722877.884
785	3722604.183
786	3722306.011
787	3721984.43
788	3721079.321
789	3720810.719
790	3719472.429
791	3718980.164
792	3718442.262
793	3718081.419
794	3717518.038
795	3717126.377
796	3716814.691
797	3716407.812
798	3716136.262
799	3706393.01
800	3705614.679
801	3704860.297
802	3704322.231
803	3703979.898
804	3703298.052
805	3702744.487
806	3702670.649
807	3701845.915
808	3701001.869
809	3700550.603
810	3700110.254
811	3699037.584
812	3698441.187
813	3698068.578
814	3697354.424
815	3696997.364
816	3696429.113
817	3695493.055
818	3694473.514
819	3693962.854
820	3693650.547
821	3693558.26
822	3693278.072
823	3692668.039
824	3692232.628
825	3691740.432
826	3691042.155
827	3690853.609
828	3690447.071
829	3690279.803
830	3689753.25
831	3689349.973
832	3688975.415
833	3688316.114
834	3688027.492
835	3687718.054
836	3687131.073
837	3686794.996
838	3686400.58
839	3685281.816
840	3684493.289
841	3683981.95
842	3683222.954
843	3682817.37
844	3682707.476
845	3682498.023
846	3682329.552
847	3681458.615
848	3681138.605
849	3680462.863
850	3679710.889
851	3678838.204
852	3678468.857
853	3677647.249
854	3677130.056
855	3676725.972
856	3676411.615
857	3675349.243
858	3675048.493
859	3666225.564
860	3665612.272
861	3664465.417
862	3654849.767
863	3654463.559
864	3654121.921
865	3653894.981
866	3653230.716
867	3652597.52
868	3652125.633
869	3651863.504
870	3651069.406
871	3642020.35
872	3641087.134
873	3640762.879
874	3630047.045
875	3629649.046
876	3629346.881
877	3629022.084
878	3628691.5
879	3622908.604
880	3622583.756
881	3622133.151
882	3621765.669
883	3621338.812
884	3621001.382
885	3620190.401
886	3619759.642
887	3619401.378
888	3618887.403
889	3618695.836
890	3617198.956
891	3616892.972
892	3616451.764
893	3606121.01
894	3605814.95
895	3597203.697
896	3596643.302
897	3596029.239
898	3595557.503
899	3594981.393
900	3594467.961
901	3594134.794
902	3593411.931
903	3593083.896
904	3592738.31
905	3592549.914
906	3592207.377
907	3582273.728
908	3581759.537
909	3574410.631
910	3574046.228
911	3573728.243
912	3572532.698
913	3572227.913
914	3571971.889
915	3571500.79
916	3570871.154
917	3570338.794
918	3570043.463
919	3569542.02
920	3569037.529
921	3568834.171
922	3568344.713
923	3567995.517
924	3559644.075
925	3559197.623
926	3558008.494
927	3557659.367
928	3556937.127
929	3556458.25
930	3556117.046
931	3549432.137
932	3549039.988
933	3548744.757
934	3548706.325
935	3547306.696
936	3546890.315
937	3546395.279
938	3537010.205
939	3536516.533
940	3536072.183
941	3535561.055
942	3535155.522
943	3533873.75
944	3533453.937
945	3533012.384
946	3526115.662
947	3525809.665
948	3525034.359
949	3524648.054
950	3524323.559
951	3523484.725
952	3523094.602
953	3522878.406
954	3522221.677
955	3519934.351
956	3519488.209
957	3519022.299
958	3518271.982
959	3518092.584
960	3517707.794
961	3517288.153
962	3516876.002
963	3515545.482
964	3515238.052
965	3514622.05
966	3514238.743
967	3513670.966
968	3513215.276
969	3513069.923
970	3512914.733
971	3512192.233
972	3511855.146
973	3511445.842
974	3510923.605
975	3510544.091
976	3509604.726
977	3508809.245
978	3508050.67
979	3507570.931
980	3506775.674
981	3505557.442
982	3505101.784
983	3504682.823
984	3499382.723
985	3492432.189
986	3492039.367
987	3489950.219
988	3489357.946
989	3488787.738
990	3485600.158
991	3483886.699
992	3483341.232
993	3481651.015
994	3481345.977
995	3480813.374
996	3480328.621
997	3479673.413
998	3479340.977
999	3479093.343
